DATAFLOW;REF_AREA;FREQ;MEASURE;SEX;TIME_PERIOD;OBS_VALUE;OBS_STATUS;UNIT_MEASURE_TYPE;UNIT_MEASURE;UNIT_MULT;SOURCE;NOTE_SOURCE;NOTE_INDICATOR;NOTE_CLASSIF;DECIMALS;UPPER_BOUND;LOWER_BOUND;ATTR_ENDPOINT
ILO:DF_HOW_UEMP_SEX_NB(1.0);URY;A;HOW_UEMP_NB;SEX_M;2022;40.92;;NB;HR;0;LFS - Encuesta Continua de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);URY;A;HOW_UEMP_NB;SEX_F;2022;34.01;;NB;HR;0;LFS - Encuesta Continua de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);VNM;A;HOW_UEMP_NB;SEX_T;2020;44.06;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);VNM;A;HOW_UEMP_NB;SEX_M;2020;45.36;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);VNM;A;HOW_UEMP_NB;SEX_F;2020;42.59;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZAF;A;HOW_UEMP_NB;SEX_T;2020;42.38;;NB;HR;0;LFS - Quarterly Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZAF;A;HOW_UEMP_NB;SEX_M;2020;44.25;;NB;HR;0;LFS - Quarterly Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZAF;A;HOW_UEMP_NB;SEX_F;2020;39.98;;NB;HR;0;LFS - Quarterly Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZAF;A;HOW_UEMP_NB;SEX_T;2021;42.2;;NB;HR;0;LFS - Quarterly Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZAF;A;HOW_UEMP_NB;SEX_M;2021;44.1;;NB;HR;0;LFS - Quarterly Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZAF;A;HOW_UEMP_NB;SEX_F;2021;39.71;;NB;HR;0;LFS - Quarterly Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZAF;A;HOW_UEMP_NB;SEX_T;2022;42.14;;NB;HR;0;LFS - Quarterly Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZAF;A;HOW_UEMP_NB;SEX_M;2022;43.94;;NB;HR;0;LFS - Quarterly Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZAF;A;HOW_UEMP_NB;SEX_F;2022;39.83;;NB;HR;0;LFS - Quarterly Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZMB;A;HOW_UEMP_NB;SEX_T;2020;42.46;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZMB;A;HOW_UEMP_NB;SEX_M;2020;44.57;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZMB;A;HOW_UEMP_NB;SEX_F;2020;39.19;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZMB;A;HOW_UEMP_NB;SEX_T;2021;42.58;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZMB;A;HOW_UEMP_NB;SEX_M;2021;44.37;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZMB;A;HOW_UEMP_NB;SEX_F;2021;39.83;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZWE;A;HOW_UEMP_NB;SEX_T;2021;42.31;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZWE;A;HOW_UEMP_NB;SEX_M;2021;44.69;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);ZWE;A;HOW_UEMP_NB;SEX_F;2021;39.01;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
